HPO,freq_base,base.IC,freq_prop,prop.IC,def
HP:0000205,0,0,0,0,Pursed lips
HP:0000206,0,0,0,0,Glossitis
HP:0000207,0,0,0,0,Triangular mouth
HP:0000211,0,0,0,0,Trismus
HP:0000212,0,0,0,0,Gingival overgrowth
HP:0000214,0,0,0,0,Lip telangiectasia
HP:0000215,0,0,0,0,Thick upper lip vermilion
HP:0000216,0,0,0,0,Broad secondary alveolar ridge
HP:0000217,0,0,0,0,Xerostomia
HP:0000218,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,High palate
HP:0000219,0,0,0,0,Thin upper lip vermilion
HP:0000220,0,0,0,0,Velopharyngeal insufficiency
HP:0000221,0,0,0,0,Furrowed tongue
HP:0000222,0,0,0,0,Gingival hyperkeratosis
HP:0000223,0,0,0,0,Abnormality of taste sensation
HP:0000224,0,0,0,0,Decreased taste sensation
HP:0000225,0,0,0,0,Gingival bleeding
HP:0000227,0,0,0,0,Tongue telangiectasia
HP:0000228,0,0,0,0,Oral cavity telangiectasia
HP:0000230,0,0,0,0,Gingivitis
HP:0000232,0,0,0,0,Everted lower lip vermilion
HP:0000233,0,0,0,0,Thin vermilion border
HP:0000234,0,0,0.15721649484536082,2.6691755046242416,Abnormality of the head
HP:0000235,0,0,0,0,Abnormality of the fontanelles or cranial sutures
HP:0000236,0,0,0,0,Abnormality of the anterior fontanelle
HP:0000237,0,0,0,0,Small anterior fontanelle
HP:0000238,0,0,0,0,Hydrocephalus
HP:0000239,0,0,0,0,Large fontanelles
HP:0000240,0,0,0.061855670103092786,4.014950341465972,Abnormality of skull size
HP:0000242,0,0,0,0,Parietal bossing
HP:0000243,0,0,0,0,Trigonocephaly
HP:0000244,0,0,0,0,Brachyturricephaly
HP:0000245,0,0,0.002577319587628866,8.599912842187127,Abnormality of the paranasal sinuses
HP:0000246,0,0,0,0,Sinusitis
HP:0000248,0.010309278350515464,6.599912842187128,0.010309278350515464,6.599912842187128,Brachycephaly
HP:0000250,0,0,0,0,Dense calvaria
HP:0000252,0.03350515463917526,4.899473124046035,0.04639175257731959,4.429987840744815,Microcephaly
HP:0000253,0.010309278350515464,6.599912842187128,0.010309278350515464,6.599912842187128,Progressive microcephaly
HP:0000255,0,0,0,0,Acute sinusitis
HP:0000256,0.010309278350515464,6.599912842187128,0.015463917525773196,6.014950341465972,Macrocephaly
HP:0000260,0,0,0,0,Wide anterior fontanel
HP:0000262,0,0,0,0,Turricephaly
HP:0000263,0,0,0,0,Oxycephaly
HP:0000264,0,0,0,0,Abnormality of the mastoid
HP:0000265,0,0,0,0,Mastoiditis
HP:0000267,0,0,0,0,Cranial asymmetry
HP:0000268,0,0,0,0,Dolichocephaly
HP:0000269,0,0,0,0,Prominent occiput
HP:0000270,0,0,0,0,Delayed cranial suture closure
HP:0000271,0.002577319587628866,8.599912842187127,0.09536082474226804,3.390459476558178,Abnormality of the face
HP:0000272,0.015463917525773196,6.014950341465972,0.015463917525773196,6.014950341465972,Malar flattening
HP:0000273,0,0,0,0,Facial grimacing
HP:0000274,0,0,0,0,Small face
HP:0000275,0,0,0,0,Narrow face
HP:0000276,0,0,0,0,Long face
HP:0000277,0,0,0.005154639175257732,7.599912842187128,Abnormality of the mandible
HP:0000278,0,0,0,0,Retrognathia
HP:0000280,0,0,0,0,Coarse facial features
HP:0000282,0,0,0,0,Facial edema
HP:0000283,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Broad face
HP:0000286,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Epicanthus
HP:0000287,0,0,0,0,Increased facial adipose tissue
HP:0000288,0,0,0.007731958762886598,7.014950341465972,Abnormality of the philtrum
HP:0000289,0,0,0,0,Broad philtrum
HP:0000290,0,0,0.015463917525773196,6.014950341465972,Abnormality of the forehead
HP:0000291,0,0,0,0,Abnormality of facial adipose tissue
HP:0000292,0,0,0,0,Loss of facial adipose tissue
HP:0000293,0,0,0,0,Full cheeks
HP:0000294,0,0,0,0,Low anterior hairline
HP:0000295,0,0,0,0,Doll-like facies
HP:0000297,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Facial hypotonia
HP:0000298,0,0,0,0,Mask-like facies
HP:0000300,0,0,0,0,Oval face
HP:0000301,0,0,0.01804123711340206,5.792557920129524,Abnormality of facial musculature
HP:0000303,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Mandibular prognathia
HP:0000306,0,0,0.005154639175257732,7.599912842187128,Abnormality of the chin
HP:0000307,0,0,0,0,Pointed chin
HP:0000308,0,0,0,0,Microretrognathia
HP:0000309,0,0,0.020618556701030927,5.599912842187128,Abnormality of the midface
HP:0000311,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Round face
HP:0000315,0,0,0.023195876288659795,5.429987840744815,Abnormality of the orbital region
HP:0000316,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Hypertelorism
HP:0000317,0,0,0,0,Facial myokymia
HP:0000319,0,0,0,0,Smooth philtrum
HP:0000320,0,0,0,0,Bird-like facies
HP:0000321,0,0,0,0,Square face
HP:0000322,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Short philtrum
HP:0000324,0,0,0,0,Facial asymmetry
HP:0000325,0,0,0,0,Triangular face
HP:0000326,0,0,0,0,Abnormality of the maxilla
HP:0000327,0,0,0,0,Hypoplasia of the maxilla
HP:0000329,0,0,0,0,Facial hemangioma
HP:0000331,0,0,0,0,Short chin
HP:0000336,0,0,0,0,Prominent supraorbital ridges
HP:0000337,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Broad forehead
HP:0000338,0.015463917525773196,6.014950341465972,0.015463917525773196,6.014950341465972,Hypomimic face
HP:0000339,0,0,0,0,Pugilistic facies
HP:0000340,0,0,0,0,Sloping forehead
HP:0000341,0,0,0,0,Narrow forehead
HP:0000343,0,0,0,0,Long philtrum
HP:0000346,0,0,0,0,Whistling appearance
HP:0000347,0,0,0,0,Micrognathia
HP:0000348,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,High forehead
HP:0000349,0,0,0,0,Widow's peak
HP:0000350,0,0,0,0,Small forehead
HP:0000356,0,0,0.007731958762886598,7.014950341465972,Abnormality of the outer ear
HP:0000357,0,0,0,0,Abnormal location of ears
HP:0000358,0,0,0,0,Posteriorly rotated ears
HP:0000359,0,0,0.002577319587628866,8.599912842187127,Abnormality of the inner ear
HP:0000360,0,0,0,0,Tinnitus
HP:0000362,0,0,0,0,Otosclerosis
HP:0000363,0,0,0.002577319587628866,8.599912842187127,Abnormality of earlobe
HP:0000364,0.002577319587628866,8.599912842187127,0.005154639175257732,7.599912842187128,Hearing abnormality
HP:0000365,0,0,0.002577319587628866,8.599912842187127,Hearing impairment
HP:0000366,0,0,0.020618556701030927,5.599912842187128,Abnormality of the nose
HP:0000368,0,0,0,0,"Low-set, posteriorly rotated ears"
HP:0000369,0,0,0,0,Low-set ears
HP:0000370,0,0,0.002577319587628866,8.599912842187127,Abnormality of the middle ear
HP:0000371,0,0,0,0,Acute otitis media
HP:0000372,0,0,0,0,Abnormality of the auditory canal
HP:0000375,0,0,0,0,Abnormal cochlea morphology
HP:0000376,0,0,0,0,Incomplete partition of the cochlea type II
HP:0000377,0,0,0.007731958762886598,7.014950341465972,Abnormality of the pinna
HP:0000378,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Cupped ear
HP:0000381,0,0,0,0,Stapes ankylosis
HP:0000383,0,0,0,0,Abnormality of periauricular region
HP:0000384,0,0,0,0,Preauricular skin tag
HP:0000385,0,0,0,0,Small earlobe
HP:0000387,0,0,0,0,Absent earlobe
HP:0000388,0,0,0.002577319587628866,8.599912842187127,Otitis media
HP:0000389,0,0,0,0,Chronic otitis media
HP:0000391,0,0,0,0,Thickened helices
HP:0000394,0,0,0,0,Lop ear
HP:0000395,0,0,0,0,Prominent antihelix
HP:0000396,0,0,0,0,Overfolded helix
HP:0000399,0,0,0,0,Prelingual sensorineural hearing impairment
HP:0000400,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Macrotia
HP:0000402,0,0,0,0,Stenosis of the external auditory canal
HP:0000403,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Recurrent otitis media
HP:0000405,0,0,0,0,Conductive hearing impairment
HP:0000407,0,0,0.002577319587628866,8.599912842187127,Sensorineural hearing impairment
HP:0000408,0,0,0,0,Progressive sensorineural hearing impairment
HP:0000410,0,0,0,0,Mixed hearing impairment
HP:0000411,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Protruding ear
HP:0000413,0,0,0,0,Atresia of the external auditory canal
HP:0000414,0,0,0,0,Bulbous nose
HP:0000415,0,0,0,0,Abnormality of the choanae
HP:0000417,0,0,0,0,Slender nose
HP:0000418,0,0,0,0,Narrow nasal ridge
HP:0000419,0,0,0,0,Abnormality of the nasal septum
HP:0000420,0,0,0,0,Short nasal septum
HP:0000421,0,0,0,0,Epistaxis
HP:0000422,0,0,0.010309278350515464,6.599912842187128,Abnormality of the nasal bridge
HP:0000426,0,0,0,0,Prominent nasal bridge
HP:0000429,0,0,0.007731958762886598,7.014950341465972,Abnormality of the nasal alae
HP:0000430,0,0,0,0,Underdeveloped nasal alae
HP:0000431,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Wide nasal bridge
HP:0000433,0,0,0,0,Abnormality of the nasal mucosa
HP:0000434,0,0,0,0,Nasal mucosa telangiectasia
HP:0000436,0,0,0,0,Abnormality of the nasal tip
HP:0000437,0,0,0,0,Depressed nasal tip
HP:0000444,0,0,0,0,Convex nasal ridge
HP:0000445,0,0,0,0,Wide nose
HP:0000446,0,0,0,0,Narrow nasal bridge
HP:0000447,0,0,0,0,Pear-shaped nose
HP:0000448,0,0,0,0,Prominent nose
HP:0000451,0,0,0,0,Triangular nasal tip
HP:0000452,0,0,0,0,Choanal stenosis
HP:0000453,0,0,0,0,Choanal atresia
HP:0000454,0,0,0,0,Flared nostrils
HP:0000455,0,0,0,0,Broad nasal tip
HP:0000456,0,0,0,0,Bifid nasal tip
HP:0000457,0,0,0,0,Depressed nasal ridge
HP:0000458,0,0,0,0,Anosmia
HP:0000460,0,0,0,0,Narrow nose
HP:0000463,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Anteverted nares
HP:0000464,0,0,0.010309278350515464,6.599912842187128,Abnormality of the neck
HP:0000465,0,0,0,0,Webbed neck
HP:0000466,0,0,0,0,Limited neck range of motion
HP:0000467,0,0,0,0,Neck muscle weakness
HP:0000468,0,0,0,0,Increased adipose tissue around the neck
HP:0000470,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Short neck
HP:0000471,0,0,0,0,Gastrointestinal angiodysplasia
HP:0000472,0,0,0,0,Long neck
HP:0000473,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Torticollis
HP:0000474,0,0,0,0,Thickened nuchal skin fold
HP:0000475,0,0,0,0,Broad neck
HP:0000476,0,0,0,0,Cystic hygroma
HP:0000478,0,0,0.11855670103092783,3.0763508861301148,Abnormality of the eye
HP:0000479,0,0,0.002577319587628866,8.599912842187127,Abnormal retinal morphology
HP:0000480,0,0,0,0,Retinal coloboma
HP:0000481,0,0,0.007731958762886598,7.014950341465972,Abnormal cornea morphology
HP:0000482,0,0,0,0,Microcornea
HP:0000483,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Astigmatism
HP:0000484,0,0,0,0,Hyperopic astigmatism
HP:0000485,0,0,0,0,Megalocornea
HP:0000486,0.028350515463917526,5.1404812235498305,0.04896907216494845,4.351985328743543,Strabismus
HP:0000488,0,0,0,0,Retinopathy
HP:0000490,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Deeply set eye
HP:0000491,0,0,0,0,Keratitis
HP:0000492,0,0,0.020618556701030927,5.599912842187128,Abnormal eyelid morphology
HP:0000493,0,0,0,0,Abnormal foveal morphology
HP:0000494,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Downslanted palpebral fissures
HP:0000495,0,0,0,0,Recurrent corneal erosions
HP:0000496,0.002577319587628866,8.599912842187127,0.07216494845360824,3.7925579201295236,Abnormality of eye movement
HP:0000497,0,0,0,0,Globe retraction and deviation on abduction
HP:0000498,0,0,0,0,Blepharitis
HP:0000499,0,0,0.002577319587628866,8.599912842187127,Abnormal eyelash morphology
HP:0000501,0,0,0,0,Glaucoma
HP:0000502,0,0,0,0,Abnormal conjunctiva morphology
HP:0000503,0,0,0,0,Tortuosity of conjunctival vessels
HP:0000504,0.002577319587628866,8.599912842187127,0.030927835051546393,5.014950341465972,Abnormality of vision
HP:0000505,0.005154639175257732,7.599912842187128,0.028350515463917526,5.1404812235498305,Visual impairment
HP:0000506,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Telecanthus
HP:0000508,0,0,0.002577319587628866,8.599912842187127,Ptosis
HP:0000509,0,0,0,0,Conjunctivitis
HP:0000510,0,0,0,0,Rod-cone dystrophy
HP:0000511,0,0,0,0,Vertical supranuclear gaze palsy
HP:0000512,0,0,0,0,Abnormal electroretinogram
HP:0000514,0,0,0,0,Slow saccadic eye movements
HP:0000517,0,0,0,0,Abnormality of the lens
HP:0000518,0,0,0,0,Cataract
HP:0000519,0,0,0,0,Developmental cataract
HP:0000520,0,0,0,0,Proptosis
HP:0000522,0,0,0,0,Alacrima
HP:0000523,0,0,0,0,Subcapsular cataract
HP:0000524,0,0,0,0,Conjunctival telangiectasia
HP:0000525,0,0,0,0,Abnormality iris morphology
HP:0000526,0,0,0,0,Aniridia
HP:0000527,0,0,0,0,Long eyelashes
HP:0000528,0,0,0,0,Anophthalmia
HP:0000529,0,0,0,0,Progressive visual loss
HP:0000531,0,0,0,0,Corneal crystals
HP:0000532,0,0,0,0,Abnormal chorioretinal morphology
HP:0000533,0,0,0,0,Chorioretinal atrophy
HP:0000534,0,0,0.005154639175257732,7.599912842187128,Abnormal eyebrow morphology
HP:0000535,0,0,0,0,Sparse and thin eyebrow
HP:0000537,0,0,0,0,Epicanthus inversus
HP:0000538,0,0,0,0,Pseudopapilledema
HP:0000539,0,0,0.01288659793814433,6.277984747299765,Abnormality of refraction
HP:0000540,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Hypermetropia
HP:0000541,0,0,0,0,Retinal detachment
HP:0000542,0,0,0,0,Impaired ocular adduction
HP:0000543,0,0,0,0,Optic disc pallor
HP:0000544,0,0,0,0,External ophthalmoplegia
HP:0000545,0,0,0,0,Myopia
HP:0000546,0,0,0,0,Retinal degeneration
HP:0000548,0,0,0,0,Cone/cone-rod dystrophy
HP:0000549,0,0,0.04896907216494845,4.351985328743543,Abnormal conjugate eye movement
HP:0000550,0,0,0,0,Undetectable electroretinogram
HP:0000551,0,0,0,0,Abnormality of color vision
HP:0000552,0,0,0,0,Tritanomaly
HP:0000553,0,0,0,0,Abnormal uvea morphology
HP:0000554,0,0,0,0,Uveitis
HP:0000555,0,0,0,0,Leukocoria
HP:0000556,0,0,0,0,Retinal dystrophy
HP:0000557,0,0,0,0,Buphthalmos
HP:0000558,0,0,0,0,Rieger anomaly
HP:0000559,0,0,0,0,Corneal scarring
HP:0000561,0,0,0,0,Absent eyelashes
HP:0000563,0,0,0,0,Keratoconus
HP:0000564,0,0,0,0,Lacrimal duct atresia
HP:0000565,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Esotropia
HP:0000567,0,0,0,0,Chorioretinal coloboma
HP:0000568,0,0,0,0,Microphthalmia
HP:0000570,0,0,0,0,Abnormal saccadic eye movements
HP:0000571,0,0,0,0,Hypometric saccades
HP:0000572,0,0,0,0,Visual loss
HP:0000573,0,0,0,0,Retinal hemorrhage
HP:0000574,0,0,0,0,Thick eyebrow
HP:0000575,0,0,0,0,Scotoma
HP:0000576,0,0,0,0,Centrocecal scotoma
HP:0000577,0.005154639175257732,7.599912842187128,0.005154639175257732,7.599912842187128,Exotropia
HP:0000579,0,0,0,0,Nasolacrimal duct obstruction
HP:0000580,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Pigmentary retinopathy
HP:0000581,0,0,0,0,Blepharophimosis
HP:0000582,0.007731958762886598,7.014950341465972,0.007731958762886598,7.014950341465972,Upslanted palpebral fissure
HP:0000584,0,0,0,0,Punctate corneal epithelial erosions
HP:0000585,0,0,0,0,Band keratopathy
HP:0000586,0,0,0,0,Shallow orbits
HP:0000587,0,0,0,0,Abnormality of the optic nerve
HP:0000588,0,0,0,0,Optic nerve coloboma
HP:0000589,0,0,0,0,Coloboma
HP:0000590,0,0,0,0,Progressive external ophthalmoplegia
HP:0000591,0,0,0,0,Abnormal sclera morphology
HP:0000592,0,0,0,0,Blue sclerae
HP:0000593,0,0,0,0,Abnormal anterior chamber morphology
HP:0000594,0,0,0,0,Shallow anterior chamber
HP:0000597,0,0,0.002577319587628866,8.599912842187127,Ophthalmoparesis
HP:0000598,0,0,0.015463917525773196,6.014950341465972,Abnormality of the ear
HP:0000599,0,0,0.002577319587628866,8.599912842187127,Abnormality of the frontal hairline
HP:0000600,0,0,0.002577319587628866,8.599912842187127,Abnormality of the pharynx
HP:0000601,0,0,0,0,Hypotelorism
HP:0000602,0.002577319587628866,8.599912842187127,0.002577319587628866,8.599912842187127,Ophthalmoplegia
HP:0000603,0,0,0,0,Central scotoma
HP:0000605,0,0,0,0,Supranuclear gaze palsy
HP:0000606,0,0,0,0,Abnormality of the periorbital region
HP:0000607,0,0,0,0,Periorbital wrinkles
HP:0000608,0,0,0,0,Macular degeneration
HP:0000609,0,0,0,0,Optic nerve hypoplasia
HP:0000610,0,0,0,0,Abnormal choroid morphology
HP:0000612,0,0,0,0,Iris coloboma
HP:0000613,0,0,0,0,Photophobia
HP:0000614,0,0,0,0,Abnormal nasolacrimal system morphology
HP:0000615,0,0,0,0,Abnormal pupil morphology
HP:0000616,0,0,0,0,Miosis
HP:0000617,0,0,0,0,Abnormality of ocular smooth pursuit
